image_number,ground_truth,predicted,status,num_wbcs_detected,has_multiple_gt,nucleus_features,cytoplasm_features
100,EOSINOPHIL,NEUTROPHIL,incorrect,1,False,"{'area': 9053.5, 'circularity': 0.2995967660942164, 'solidity': 0.7620791245791246, 'num_lobes': 1}","{'mean_hue': np.float64(112.91882083913303), 'texture_variance': np.float64(64.49855503025779), 'cn_ratio': np.float64(2.1553626915246973)}"
101,EOSINOPHIL,NEUTROPHIL,incorrect,1,False,"{'area': 6778.0, 'circularity': 0.317968548858137, 'solidity': 0.7578688432940124, 'num_lobes': 1}","{'mean_hue': np.float64(87.32413621675367), 'texture_variance': np.float64(51.206815236174), 'cn_ratio': np.float64(2.2939415538132573)}"
102,,,image_not_found,0,,,
103,EOSINOPHIL,NEUTROPHIL,incorrect,1,True,"{'area': 4540.5, 'circularity': 0.3398858884665286, 'solidity': 0.727935871743487, 'num_lobes': 1}","{'mean_hue': np.float64(99.4184240797546), 'texture_variance': np.float64(58.304754092160394), 'cn_ratio': np.float64(2.2054968287526426)}"
104,MONOCYTE,MONOCYTE,correct,1,False,"{'area': 21578.0, 'circularity': 0.32877572324100485, 'solidity': 0.8214557636668189, 'num_lobes': 5}","{'mean_hue': np.float64(68.2353262140463), 'texture_variance': np.float64(53.007856729471015), 'cn_ratio': np.float64(1.3918845611370294)}"
105,,,image_not_found,0,,,
106,NEUTROPHIL,EOSINOPHIL,incorrect,2,False,"{'area': 5873.0, 'circularity': 0.3737124496261569, 'solidity': 0.7307907671249922, 'num_lobes': 1}","{'mean_hue': np.float64(109.22849220103986), 'texture_variance': np.float64(66.95437215262113), 'cn_ratio': np.float64(2.3752675778033923)}"
107,EOSINOPHIL,NEUTROPHIL,incorrect,2,False,"{'area': 1788.0, 'circularity': 0.40617919187835055, 'solidity': 0.8028738212842389, 'num_lobes': 1}","{'mean_hue': np.float64(83.10086455331412), 'texture_variance': np.float64(58.30722694224593), 'cn_ratio': np.float64(2.746701846965699)}"
108,EOSINOPHIL,NEUTROPHIL,incorrect,2,False,"{'area': 1686.5, 'circularity': 0.49318791366820436, 'solidity': 0.8196840826245444, 'num_lobes': 1}","{'mean_hue': np.float64(105.81225955373172), 'texture_variance': np.float64(56.472842320661336), 'cn_ratio': np.float64(2.2446747265400115)}"
109,EOSINOPHIL,EOSINOPHIL,correct,2,False,"{'area': 5856.0, 'circularity': 0.3233194072947375, 'solidity': 0.7548823718981631, 'num_lobes': 1}","{'mean_hue': np.float64(87.92688939896286), 'texture_variance': np.float64(50.536533427713415), 'cn_ratio': np.float64(1.9366150806717155)}"
110,MONOCYTE,NEUTROPHIL,incorrect,2,False,"{'area': 751.5, 'circularity': 0.38139578292354376, 'solidity': 0.7747422680412371, 'num_lobes': 1}","{'mean_hue': np.float64(77.82468694096602), 'texture_variance': np.float64(75.71020010816659), 'cn_ratio': np.float64(3.383777239709443)}"
111,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 6549.5, 'circularity': 0.7992701984893544, 'solidity': 0.9664305740002951, 'num_lobes': 1}","{'mean_hue': np.float64(54.58332205225396), 'texture_variance': np.float64(47.60976832312863), 'cn_ratio': np.float64(1.10336071695295)}"
112,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 6599.5, 'circularity': 0.5229986979761478, 'solidity': 0.8286144767405361, 'num_lobes': 1}","{'mean_hue': np.float64(106.10240261254957), 'texture_variance': np.float64(60.977249178096265), 'cn_ratio': np.float64(1.8963432615747566)}"
113,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 7048.0, 'circularity': 0.2307738893468228, 'solidity': 0.729229177444387, 'num_lobes': 2}","{'mean_hue': np.float64(78.13611890498218), 'texture_variance': np.float64(53.23256463429216), 'cn_ratio': np.float64(1.7987996180602919)}"
114,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 7244.0, 'circularity': 0.32040728697492815, 'solidity': 0.7423272019265256, 'num_lobes': 1}","{'mean_hue': np.float64(75.02652702872193), 'texture_variance': np.float64(53.3777635580853), 'cn_ratio': np.float64(2.130394121576486)}"
115,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 6278.0, 'circularity': 0.19899274579841095, 'solidity': 0.6948148967959714, 'num_lobes': 2}","{'mean_hue': np.float64(81.84678921370151), 'texture_variance': np.float64(46.09132542180067), 'cn_ratio': np.float64(1.881322364411944)}"
116,MONOCYTE,,image_not_found,0,,,
117,,,no_ground_truth,0,,,
118,,,image_not_found,0,,,
119,,,image_not_found,0,,,
120,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 10432.0, 'circularity': 0.6446848844838949, 'solidity': 0.9082361135295142, 'num_lobes': 1}","{'mean_hue': np.float64(58.68834635416667), 'texture_variance': np.float64(47.70530571831598), 'cn_ratio': np.float64(1.443744712848952)}"
121,,,image_not_found,0,,,
122,,,image_not_found,0,,,
123,EOSINOPHIL,EOSINOPHIL,correct,2,False,"{'area': 4817.5, 'circularity': 0.49554477947122694, 'solidity': 0.8291738382099828, 'num_lobes': 1}","{'mean_hue': np.float64(81.7843137254902), 'texture_variance': np.float64(52.710894716570394), 'cn_ratio': np.float64(1.8359582736755984)}"
124,NEUTROPHIL,NEUTROPHIL,correct,3,False,"{'area': 4221.5, 'circularity': 0.30240540468003246, 'solidity': 0.7637268204432384, 'num_lobes': 2}","{'mean_hue': np.float64(81.3197477839715), 'texture_variance': np.float64(43.931654302065816), 'cn_ratio': np.float64(2.4808433461800043)}"
125,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 1453.5, 'circularity': 0.730507072334462, 'solidity': 0.9350273399807012, 'num_lobes': 1}","{'mean_hue': np.float64(100.79486665329857), 'texture_variance': np.float64(68.85275785620918), 'cn_ratio': np.float64(3.2744583059750494)}"
126,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 6927.5, 'circularity': 0.38970453091421753, 'solidity': 0.7974100719424461, 'num_lobes': 1}","{'mean_hue': np.float64(98.27093267213428), 'texture_variance': np.float64(58.79330463560235), 'cn_ratio': np.float64(1.4965034965034965)}"
127,MONOCYTE,LYMPHOCYTE,incorrect,1,False,"{'area': 9441.0, 'circularity': 0.6766268197820076, 'solidity': 0.9386091365511756, 'num_lobes': 1}","{'mean_hue': np.float64(82.37584071385763), 'texture_variance': np.float64(52.418133994764204), 'cn_ratio': np.float64(1.6282120784994036)}"
128,,,image_not_found,0,,,
129,,,image_not_found,0,,,
130,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 8087.0, 'circularity': 0.6526776122796742, 'solidity': 0.9279403327596099, 'num_lobes': 1}","{'mean_hue': np.float64(103.79371888165454), 'texture_variance': np.float64(59.290406046598065), 'cn_ratio': np.float64(1.5992894769079995)}"
131,,,image_not_found,0,,,
132,BASOPHIL,LYMPHOCYTE,incorrect,1,False,"{'area': 11016.5, 'circularity': 0.6491336422766683, 'solidity': 0.9274709547061795, 'num_lobes': 2}","{'mean_hue': np.float64(78.1797934648582), 'texture_variance': np.float64(48.71982456752179), 'cn_ratio': np.float64(1.2322886989553656)}"
133,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 4733.0, 'circularity': 0.5784675471957418, 'solidity': 0.8827753427212534, 'num_lobes': 1}","{'mean_hue': np.float64(99.94643304130163), 'texture_variance': np.float64(47.120964738463755), 'cn_ratio': np.float64(1.637630662020906)}"
134,LYMPHOCYTE,NEUTROPHIL,incorrect,3,False,"{'area': 1964.5, 'circularity': 0.31166969636996017, 'solidity': 0.7649922118380063, 'num_lobes': 1}","{'mean_hue': np.float64(78.53202160493827), 'texture_variance': np.float64(47.09966027949246), 'cn_ratio': np.float64(2.475644699140401)}"
135,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 6770.5, 'circularity': 0.2625465156923242, 'solidity': 0.7575808436835627, 'num_lobes': 1}","{'mean_hue': np.float64(106.35698711595639), 'texture_variance': np.float64(52.92801362563489), 'cn_ratio': np.float64(1.4406053683609366)}"
136,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 5675.0, 'circularity': 0.2801526696871644, 'solidity': 0.6508400711049945, 'num_lobes': 1}","{'mean_hue': np.float64(101.46014349471781), 'texture_variance': np.float64(58.57809668613493), 'cn_ratio': np.float64(2.9986447569032695)}"
137,EOSINOPHIL,EOSINOPHIL,correct,2,False,"{'area': 6234.5, 'circularity': 0.48761717341896527, 'solidity': 0.7955212453745055, 'num_lobes': 1}","{'mean_hue': np.float64(89.1703317535545), 'texture_variance': np.float64(51.967057604276626), 'cn_ratio': np.float64(1.6445830085736555)}"
138,,,image_not_found,0,,,
139,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 7736.5, 'circularity': 0.5934385145687715, 'solidity': 0.8818534138835062, 'num_lobes': 1}","{'mean_hue': np.float64(88.23165815640957), 'texture_variance': np.float64(51.7615084558605), 'cn_ratio': np.float64(1.0912023460410558)}"
140,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 8799.5, 'circularity': 0.8180232689409704, 'solidity': 0.975392118827246, 'num_lobes': 1}","{'mean_hue': np.float64(51.65135083713851), 'texture_variance': np.float64(48.926897843719665), 'cn_ratio': np.float64(1.172821599910744)}"
141,EOSINOPHIL,,no_wbc_detected,0,,,
142,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 6282.5, 'circularity': 0.3607534933841265, 'solidity': 0.7529813627374603, 'num_lobes': 1}","{'mean_hue': np.float64(83.53311770496414), 'texture_variance': np.float64(43.92044748519474), 'cn_ratio': np.float64(2.214230110540246)}"
143,EOSINOPHIL,NEUTROPHIL,incorrect,1,False,"{'area': 7781.5, 'circularity': 0.41433078779954646, 'solidity': 0.8116297262059974, 'num_lobes': 1}","{'mean_hue': np.float64(71.4762190647722), 'texture_variance': np.float64(46.005071746492185), 'cn_ratio': np.float64(1.8734066483379155)}"
144,EOSINOPHIL,NEUTROPHIL,incorrect,1,False,"{'area': 6464.0, 'circularity': 0.4172536606519191, 'solidity': 0.8339569087859631, 'num_lobes': 1}","{'mean_hue': np.float64(86.55669274069741), 'texture_variance': np.float64(48.73398086688285), 'cn_ratio': np.float64(2.0532873011107777)}"
145,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 8453.0, 'circularity': 0.2549771465437501, 'solidity': 0.758082597192951, 'num_lobes': 2}","{'mean_hue': np.float64(85.15085498191384), 'texture_variance': np.float64(42.29124638787822), 'cn_ratio': np.float64(1.3911253430924062)}"
146,,,image_not_found,0,,,
147,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 8408.0, 'circularity': 0.45810835961195256, 'solidity': 0.8313229187265176, 'num_lobes': 1}","{'mean_hue': np.float64(95.20918046531125), 'texture_variance': np.float64(45.87377833901421), 'cn_ratio': np.float64(1.7041314442195499)}"
148,LYMPHOCYTE,NEUTROPHIL,incorrect,2,False,"{'area': 6910.0, 'circularity': 0.5764790323765163, 'solidity': 0.9078368258556132, 'num_lobes': 1}","{'mean_hue': np.float64(80.10861394492598), 'texture_variance': np.float64(45.31296493657995), 'cn_ratio': np.float64(1.839825007056167)}"
149,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 7316.5, 'circularity': 0.6350694467780238, 'solidity': 0.8929094459360508, 'num_lobes': 1}","{'mean_hue': np.float64(106.23752036025678), 'texture_variance': np.float64(60.72052354551257), 'cn_ratio': np.float64(1.3942025113545284)}"
150,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 6599.0, 'circularity': 0.5946887126093378, 'solidity': 0.9037250068474391, 'num_lobes': 1}","{'mean_hue': np.float64(94.86065573770492), 'texture_variance': np.float64(47.0749499490273), 'cn_ratio': np.float64(1.9834466449896542)}"
151,,,image_not_found,0,,,
152,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 8950.5, 'circularity': 0.35433752042605177, 'solidity': 0.7948581324097509, 'num_lobes': 1}","{'mean_hue': np.float64(85.14598638538789), 'texture_variance': np.float64(46.87339178980299), 'cn_ratio': np.float64(1.6120165145588874)}"
153,,,image_not_found,0,,,
154,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 6936.5, 'circularity': 0.4005539966546864, 'solidity': 0.7813133588646092, 'num_lobes': 1}","{'mean_hue': np.float64(89.9978490768955), 'texture_variance': np.float64(48.613428631765444), 'cn_ratio': np.float64(1.5607777311512099)}"
155,,,image_not_found,0,,,
156,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 7913.0, 'circularity': 0.5416878962429666, 'solidity': 0.8730622827825895, 'num_lobes': 1}","{'mean_hue': np.float64(90.78799206591394), 'texture_variance': np.float64(57.85480174143514), 'cn_ratio': np.float64(1.616276202219482)}"
157,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 15679.0, 'circularity': 0.8123805852158055, 'solidity': 0.9781340653170717, 'num_lobes': 1}","{'mean_hue': np.float64(38.81142410015649), 'texture_variance': np.float64(41.923573646207025), 'cn_ratio': np.float64(1.0468149454980782)}"
158,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 7372.5, 'circularity': 0.10261158122256751, 'solidity': 0.5402484153445939, 'num_lobes': 5}","{'mean_hue': np.float64(62.84117603052293), 'texture_variance': np.float64(49.04342916271523), 'cn_ratio': np.float64(1.7132786465008971)}"
159,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 8226.0, 'circularity': 0.5868255179521618, 'solidity': 0.9014300586269246, 'num_lobes': 1}","{'mean_hue': np.float64(89.68511545293073), 'texture_variance': np.float64(51.459270447267706), 'cn_ratio': np.float64(1.774457892082703)}"
160,EOSINOPHIL,,no_wbc_detected,0,,,
161,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 2628.0, 'circularity': 0.3916869674126479, 'solidity': 0.816022356776898, 'num_lobes': 1}","{'mean_hue': np.float64(81.59706959706959), 'texture_variance': np.float64(57.392106551218546), 'cn_ratio': np.float64(3.0286916602907423)}"
162,EOSINOPHIL,,no_wbc_detected,0,,,
163,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 5989.0, 'circularity': 0.21421157861543838, 'solidity': 0.6113407849742255, 'num_lobes': 2}","{'mean_hue': np.float64(96.53145584083882), 'texture_variance': np.float64(56.69834458226818), 'cn_ratio': np.float64(2.4199739752765126)}"
164,NEUTROPHIL,,no_wbc_detected,0,,,
165,EOSINOPHIL,NEUTROPHIL,incorrect,2,False,"{'area': 4909.0, 'circularity': 0.11708784542923598, 'solidity': 0.6092838525505772, 'num_lobes': 7}","{'mean_hue': np.float64(96.24278312361214), 'texture_variance': np.float64(58.07769678238066), 'cn_ratio': np.float64(1.8782522343594836)}"
166,NEUTROPHIL,EOSINOPHIL,incorrect,2,False,"{'area': 5217.0, 'circularity': 0.49527853352238205, 'solidity': 0.8942406582104903, 'num_lobes': 1}","{'mean_hue': np.float64(95.90154211150653), 'texture_variance': np.float64(64.21777559667291), 'cn_ratio': np.float64(1.6106228505922813)}"
167,NEUTROPHIL,,no_wbc_detected,0,,,
168,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 836.5, 'circularity': 0.6566137847369626, 'solidity': 0.8941742383752004, 'num_lobes': 1}","{'mean_hue': np.float64(145.60369685767097), 'texture_variance': np.float64(80.61260361964048), 'cn_ratio': np.float64(3.0189732142857144)}"
169,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 3799.0, 'circularity': 0.09319879496125523, 'solidity': 0.4729536258948024, 'num_lobes': 5}","{'mean_hue': np.float64(129.0374767225326), 'texture_variance': np.float64(64.17406669059433), 'cn_ratio': np.float64(3.11831599322526)}"
170,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 4365.0, 'circularity': 0.1601604510496262, 'solidity': 0.5667359127499351, 'num_lobes': 1}","{'mean_hue': np.float64(125.77223813579005), 'texture_variance': np.float64(66.88476022156792), 'cn_ratio': np.float64(2.89164987687486)}"
171,BASOPHIL,,no_wbc_detected,0,,,
172,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 972.0, 'circularity': 0.4745963790298835, 'solidity': 0.7860897695107157, 'num_lobes': 1}","{'mean_hue': np.float64(124.51446847395675), 'texture_variance': np.float64(55.799323980345676), 'cn_ratio': np.float64(3.1356255969436484)}"
173,,,image_not_found,0,,,
174,NEUTROPHIL,NEUTROPHIL,correct,4,False,"{'area': 1340.0, 'circularity': 0.20038786389436092, 'solidity': 0.6090909090909091, 'num_lobes': 3}","{'mean_hue': np.float64(125.67758302583026), 'texture_variance': np.float64(71.79680795827792), 'cn_ratio': np.float64(4.40650406504065)}"
175,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 1166.0, 'circularity': 0.3080801748865868, 'solidity': 0.6578279266572638, 'num_lobes': 3}","{'mean_hue': np.float64(122.60427933223608), 'texture_variance': np.float64(79.47020161257106), 'cn_ratio': np.float64(3.351457840819543)}"
176,MONOCYTE,NEUTROPHIL,incorrect,3,True,"{'area': 6018.0, 'circularity': 0.21479387235254582, 'solidity': 0.7256722537079464, 'num_lobes': 4}","{'mean_hue': np.float64(111.88488821046961), 'texture_variance': np.float64(66.7831484597429), 'cn_ratio': np.float64(1.9053892215568862)}"
177,EOSINOPHIL,NEUTROPHIL,incorrect,2,False,"{'area': 2078.0, 'circularity': 0.3410386289822963, 'solidity': 0.7742175856929955, 'num_lobes': 1}","{'mean_hue': np.float64(70.63102911758169), 'texture_variance': np.float64(54.97337606969142), 'cn_ratio': np.float64(2.0385138196647032)}"
178,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 8758.5, 'circularity': 0.13687621930430446, 'solidity': 0.618276154171961, 'num_lobes': 5}","{'mean_hue': np.float64(129.97593261131166), 'texture_variance': np.float64(58.83785790238619), 'cn_ratio': np.float64(1.9785714285714286)}"
179,NEUTROPHIL,NEUTROPHIL,correct,4,False,"{'area': 949.0, 'circularity': 0.16011492166326102, 'solidity': 0.4324447482342219, 'num_lobes': 5}","{'mean_hue': np.float64(121.96354269863285), 'texture_variance': np.float64(68.18202206176936), 'cn_ratio': np.float64(4.677479147358666)}"
180,EOSINOPHIL,NEUTROPHIL,incorrect,1,False,"{'area': 4530.0, 'circularity': 0.42843995652403616, 'solidity': 0.8755315036722072, 'num_lobes': 2}","{'mean_hue': np.float64(85.53728883395138), 'texture_variance': np.float64(57.993909168740835), 'cn_ratio': np.float64(1.2388973966309342)}"
181,,,image_not_found,0,,,
182,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 2260.0, 'circularity': 0.33224620006834193, 'solidity': 0.7811959903214656, 'num_lobes': 1}","{'mean_hue': np.float64(97.7628450106157), 'texture_variance': np.float64(52.85564417758665), 'cn_ratio': np.float64(1.9657762938230383)}"
183,EOSINOPHIL,NEUTROPHIL,incorrect,2,False,"{'area': 6421.5, 'circularity': 0.4134118083314325, 'solidity': 0.795971490548497, 'num_lobes': 1}","{'mean_hue': np.float64(80.07455947136563), 'texture_variance': np.float64(62.411880676415215), 'cn_ratio': np.float64(1.447934938606283)}"
184,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 8765.0, 'circularity': 0.2940287012013751, 'solidity': 0.692447464054353, 'num_lobes': 1}","{'mean_hue': np.float64(75.01686304946024), 'texture_variance': np.float64(46.893254992787035), 'cn_ratio': np.float64(1.6255304507397637)}"
185,,,image_not_found,0,,,
186,,,image_not_found,0,,,
187,EOSINOPHIL,NEUTROPHIL,incorrect,1,False,"{'area': 790.5, 'circularity': 0.2699172257982031, 'solidity': 0.6293789808917197, 'num_lobes': 2}","{'mean_hue': np.float64(134.8393063583815), 'texture_variance': np.float64(94.72287112833708), 'cn_ratio': np.float64(1.963677639046538)}"
188,,,image_not_found,0,,,
189,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 5706.5, 'circularity': 0.20778714319998684, 'solidity': 0.6402445865589588, 'num_lobes': 1}","{'mean_hue': np.float64(93.51351156069364), 'texture_variance': np.float64(58.97178470296368), 'cn_ratio': np.float64(2.3796423658872077)}"
190,NEUTROPHIL,NEUTROPHIL,correct,4,False,"{'area': 2188.5, 'circularity': 0.3755503592471296, 'solidity': 0.7950953678474114, 'num_lobes': 2}","{'mean_hue': np.float64(128.32063296973422), 'texture_variance': np.float64(66.66433427405585), 'cn_ratio': np.float64(2.8140942498919155)}"
191,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 9614.0, 'circularity': 0.7065668552911802, 'solidity': 0.9259366271790427, 'num_lobes': 1}","{'mean_hue': np.float64(64.68684323726418), 'texture_variance': np.float64(44.67349204985727), 'cn_ratio': np.float64(1.661527465795385)}"
192,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 3028.0, 'circularity': 0.4790840515513049, 'solidity': 0.8438066044308207, 'num_lobes': 1}","{'mean_hue': np.float64(126.18574915727072), 'texture_variance': np.float64(71.4060956302139), 'cn_ratio': np.float64(2.726782884310618)}"
193,NEUTROPHIL,NEUTROPHIL,correct,2,True,"{'area': 7423.0, 'circularity': 0.2222508352622606, 'solidity': 0.6393901546147551, 'num_lobes': 6}","{'mean_hue': np.float64(110.86996499660415), 'texture_variance': np.float64(68.3490410273976), 'cn_ratio': np.float64(2.6163203936577366)}"
194,,,image_not_found,0,,,
195,LYMPHOCYTE,LYMPHOCYTE,correct,2,True,"{'area': 6426.0, 'circularity': 0.6792526552901182, 'solidity': 0.945417095777549, 'num_lobes': 1}","{'mean_hue': np.float64(63.208510186757216), 'texture_variance': np.float64(48.68365067938739), 'cn_ratio': np.float64(1.4317836523852931)}"
196,MONOCYTE,NEUTROPHIL,incorrect,2,False,"{'area': 13360.5, 'circularity': 0.08617646221915883, 'solidity': 0.5656794461968372, 'num_lobes': 7}","{'mean_hue': np.float64(89.87854341237298), 'texture_variance': np.float64(51.07557417694374), 'cn_ratio': np.float64(1.819331819656179)}"
197,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 9580.0, 'circularity': 0.44395784288187146, 'solidity': 0.8528442980503873, 'num_lobes': 2}","{'mean_hue': np.float64(87.00583338795307), 'texture_variance': np.float64(56.38069445022671), 'cn_ratio': np.float64(1.80023598820059)}"
198,NEUTROPHIL,LYMPHOCYTE,incorrect,3,False,"{'area': 1590.5, 'circularity': 0.5450262775629631, 'solidity': 0.9589990955682846, 'num_lobes': 1}","{'mean_hue': np.float64(62.132413793103446), 'texture_variance': np.float64(61.06205252794292), 'cn_ratio': np.float64(2.1577380952380953)}"
199,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 1483.0, 'circularity': 0.4124326417749848, 'solidity': 0.7520283975659229, 'num_lobes': 3}","{'mean_hue': np.float64(112.92307692307692), 'texture_variance': np.float64(74.38636803586355), 'cn_ratio': np.float64(3.299933199732799)}"
200,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 6509.5, 'circularity': 0.3801668785817464, 'solidity': 0.8106475716064757, 'num_lobes': 1}","{'mean_hue': np.float64(118.53680898876405), 'texture_variance': np.float64(58.356833216008084), 'cn_ratio': np.float64(1.744277202884917)}"
201,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 1241.0, 'circularity': 0.5369178900564548, 'solidity': 0.8436437797416724, 'num_lobes': 1}","{'mean_hue': np.float64(129.97231270358307), 'texture_variance': np.float64(70.04520553415834), 'cn_ratio': np.float64(2.788796366389099)}"
202,EOSINOPHIL,NEUTROPHIL,incorrect,1,False,"{'area': 6241.0, 'circularity': 0.16056922272931523, 'solidity': 0.7053970048036169, 'num_lobes': 2}","{'mean_hue': np.float64(110.56797429827527), 'texture_variance': np.float64(56.638305338987436), 'cn_ratio': np.float64(1.8724077885072028)}"
203,NEUTROPHIL,,no_wbc_detected,0,,,
204,EOSINOPHIL,,no_wbc_detected,0,,,
205,NEUTROPHIL,NEUTROPHIL,correct,3,False,"{'area': 1467.5, 'circularity': 0.5799080287601976, 'solidity': 0.8711783912140101, 'num_lobes': 1}","{'mean_hue': np.float64(135.6388746803069), 'texture_variance': np.float64(89.2597032332337), 'cn_ratio': np.float64(2.52258064516129)}"
206,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 18152.5, 'circularity': 0.7754387696501617, 'solidity': 0.9699957251255744, 'num_lobes': 4}","{'mean_hue': np.float64(70.88911827384123), 'texture_variance': np.float64(48.672247028138905), 'cn_ratio': np.float64(0.9933187801812529)}"
207,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 3361.0, 'circularity': 0.14044176797923072, 'solidity': 0.49726290871430684, 'num_lobes': 3}","{'mean_hue': np.float64(121.96033402922755), 'texture_variance': np.float64(59.66118626655766), 'cn_ratio': np.float64(3.0492665375034598)}"
208,EOSINOPHIL,NEUTROPHIL,incorrect,1,False,"{'area': 7322.0, 'circularity': 0.212834476364267, 'solidity': 0.6908198886687423, 'num_lobes': 1}","{'mean_hue': np.float64(96.22328362845604), 'texture_variance': np.float64(65.01495973469693), 'cn_ratio': np.float64(1.718403843587348)}"
209,NEUTROPHIL,NEUTROPHIL,correct,4,False,"{'area': 2687.0, 'circularity': 0.17248350885371141, 'solidity': 0.5880293248714301, 'num_lobes': 3}","{'mean_hue': np.float64(108.73629137740215), 'texture_variance': np.float64(63.50939809201963), 'cn_ratio': np.float64(3.4379107575233485)}"
210,NEUTROPHIL,NEUTROPHIL,correct,3,False,"{'area': 874.5, 'circularity': 0.23200310854056214, 'solidity': 0.5698924731182796, 'num_lobes': 3}","{'mean_hue': np.float64(137.29558151345861), 'texture_variance': np.float64(88.51901224954287), 'cn_ratio': np.float64(4.038974358974359)}"
211,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 7003.0, 'circularity': 0.8215937614445047, 'solidity': 0.9716941862078535, 'num_lobes': 1}","{'mean_hue': np.float64(55.625917588333174), 'texture_variance': np.float64(49.02982519227066), 'cn_ratio': np.float64(1.429150930200028)}"
212,NEUTROPHIL,LYMPHOCYTE,incorrect,1,False,"{'area': 807.0, 'circularity': 0.7049319003060989, 'solidity': 0.9016759776536313, 'num_lobes': 1}","{'mean_hue': np.float64(63.43396226415094), 'texture_variance': np.float64(66.66065959730464), 'cn_ratio': np.float64(3.254924681344148)}"
213,,,image_not_found,0,,,
214,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 4256.0, 'circularity': 0.20196860180550041, 'solidity': 0.6483357452966715, 'num_lobes': 4}","{'mean_hue': np.float64(98.83080104288412), 'texture_variance': np.float64(54.32747122765102), 'cn_ratio': np.float64(2.500112384805574)}"
215,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 959.5, 'circularity': 0.24064511197823163, 'solidity': 0.6320816864295126, 'num_lobes': 1}","{'mean_hue': np.float64(121.57723325062035), 'texture_variance': np.float64(65.77371549221411), 'cn_ratio': np.float64(3.024390243902439)}"
216,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 3695.5, 'circularity': 0.20537240995770037, 'solidity': 0.5853330165518333, 'num_lobes': 2}","{'mean_hue': np.float64(125.01432865731464), 'texture_variance': np.float64(72.15282946654833), 'cn_ratio': np.float64(2.7060737527114966)}"
217,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 9823.0, 'circularity': 0.6880452092737726, 'solidity': 0.9295041635124905, 'num_lobes': 1}","{'mean_hue': np.float64(61.99234771962045), 'texture_variance': np.float64(43.18715764559547), 'cn_ratio': np.float64(1.6456780173282288)}"
