image_number,ground_truth,predicted,status,num_wbcs_detected,has_multiple_gt,nucleus_features,cytoplasm_features
100,EOSINOPHIL,NEUTROPHIL,incorrect,1,False,"{'area': 9059.0, 'circularity': 0.29425473872014746, 'solidity': 0.7619648414500799, 'num_lobes': 1}","{'mean_hue': np.float64(112.59508541778844), 'texture_variance': np.float64(103.00568503384956), 'cn_ratio': np.float64(2.1867908370798546)}"
101,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 6771.0, 'circularity': 0.2936939192318478, 'solidity': 0.7515817515817516, 'num_lobes': 1}","{'mean_hue': np.float64(86.79901558654635), 'texture_variance': np.float64(69.10016186245922), 'cn_ratio': np.float64(2.267095851216023)}"
102,,,image_not_found,0,,,
103,EOSINOPHIL,EOSINOPHIL,correct,1,True,"{'area': 4544.0, 'circularity': 0.32708657720215845, 'solidity': 0.724663105015549, 'num_lobes': 1}","{'mean_hue': np.float64(98.26002324230099), 'texture_variance': np.float64(82.0440931557996), 'cn_ratio': np.float64(2.17894070479004)}"
104,MONOCYTE,BASOPHIL,incorrect,1,False,"{'area': 21484.5, 'circularity': 0.3018300957172869, 'solidity': 0.8197218565787214, 'num_lobes': 6}","{'mean_hue': np.float64(68.28383458646617), 'texture_variance': np.float64(68.30242940816316), 'cn_ratio': np.float64(1.3961727720065609)}"
105,,,image_not_found,0,,,
106,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 5768.5, 'circularity': 0.34807762525722086, 'solidity': 0.7250047131276315, 'num_lobes': 1}","{'mean_hue': np.float64(109.76825862309734), 'texture_variance': np.float64(94.89757322364049), 'cn_ratio': np.float64(2.395784543325527)}"
107,EOSINOPHIL,EOSINOPHIL,correct,2,False,"{'area': 1811.0, 'circularity': 0.4056684416623741, 'solidity': 0.7960439560439561, 'num_lobes': 1}","{'mean_hue': np.float64(84.20816714150047), 'texture_variance': np.float64(85.31604905804336), 'cn_ratio': np.float64(2.7450469238790407)}"
108,EOSINOPHIL,EOSINOPHIL,correct,2,False,"{'area': 1674.0, 'circularity': 0.5353610036283041, 'solidity': 0.8340807174887892, 'num_lobes': 1}","{'mean_hue': np.float64(99.68434065934066), 'texture_variance': np.float64(101.27416971078372), 'cn_ratio': np.float64(2.0623229461756374)}"
109,EOSINOPHIL,EOSINOPHIL,correct,2,False,"{'area': 5824.5, 'circularity': 0.3329871027393376, 'solidity': 0.754420050514863, 'num_lobes': 1}","{'mean_hue': np.float64(88.87950150408251), 'texture_variance': np.float64(75.66462803852092), 'cn_ratio': np.float64(1.926643484020533)}"
110,MONOCYTE,BASOPHIL,incorrect,2,False,"{'area': 769.5, 'circularity': 0.4049582407881793, 'solidity': 0.7941176470588235, 'num_lobes': 1}","{'mean_hue': np.float64(77.1618911174785), 'texture_variance': np.float64(83.46050114531079), 'cn_ratio': np.float64(3.3119810201660735)}"
111,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 6538.0, 'circularity': 0.7722821858344151, 'solidity': 0.962957507916636, 'num_lobes': 1}","{'mean_hue': np.float64(55.49498780818207), 'texture_variance': np.float64(60.384510023539505), 'cn_ratio': np.float64(1.1037679425837321)}"
112,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 6576.5, 'circularity': 0.5133356972502893, 'solidity': 0.8259340659340659, 'num_lobes': 1}","{'mean_hue': np.float64(105.8459327169606), 'texture_variance': np.float64(89.28490147636847), 'cn_ratio': np.float64(1.9031494898713588)}"
113,NEUTROPHIL,BASOPHIL,incorrect,1,False,"{'area': 7020.0, 'circularity': 0.21702016991670287, 'solidity': 0.7235248647255862, 'num_lobes': 2}","{'mean_hue': np.float64(78.98618386092765), 'texture_variance': np.float64(78.08801435070431), 'cn_ratio': np.float64(1.8003280032800328)}"
114,EOSINOPHIL,BASOPHIL,incorrect,1,False,"{'area': 7251.0, 'circularity': 0.31418209508286604, 'solidity': 0.744112063215147, 'num_lobes': 1}","{'mean_hue': np.float64(76.14633991492603), 'texture_variance': np.float64(65.69562227343015), 'cn_ratio': np.float64(2.1012540021344717)}"
115,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 6207.0, 'circularity': 0.20455551655400311, 'solidity': 0.6970241437394722, 'num_lobes': 2}","{'mean_hue': np.float64(82.24146014735432), 'texture_variance': np.float64(60.893262664930205), 'cn_ratio': np.float64(1.8406534134689474)}"
116,MONOCYTE,,image_not_found,0,,,
117,,,no_ground_truth,0,,,
118,,,image_not_found,0,,,
119,,,image_not_found,0,,,
120,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 10389.5, 'circularity': 0.6314909791425035, 'solidity': 0.9039457084439031, 'num_lobes': 1}","{'mean_hue': np.float64(58.9428181108509), 'texture_variance': np.float64(52.800892976060304), 'cn_ratio': np.float64(1.4503255024058874)}"
121,,,image_not_found,0,,,
122,,,image_not_found,0,,,
123,EOSINOPHIL,BASOPHIL,incorrect,2,False,"{'area': 4831.5, 'circularity': 0.49270515225832123, 'solidity': 0.8209158100416277, 'num_lobes': 2}","{'mean_hue': np.float64(81.41669426962571), 'texture_variance': np.float64(75.37643164330323), 'cn_ratio': np.float64(1.8525260789527511)}"
124,NEUTROPHIL,BASOPHIL,incorrect,3,False,"{'area': 4239.5, 'circularity': 0.2926123071012314, 'solidity': 0.7634611921483883, 'num_lobes': 2}","{'mean_hue': np.float64(81.96714885674288), 'texture_variance': np.float64(62.5088124440794), 'cn_ratio': np.float64(2.416009019165727)}"
125,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 1440.0, 'circularity': 0.6976382469612574, 'solidity': 0.927237604636188, 'num_lobes': 1}","{'mean_hue': np.float64(101.58314944834504), 'texture_variance': np.float64(106.34452525077742), 'cn_ratio': np.float64(3.296957671957672)}"
126,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 6854.0, 'circularity': 0.3867602198656761, 'solidity': 0.7932411318789422, 'num_lobes': 2}","{'mean_hue': np.float64(98.9538552553737), 'texture_variance': np.float64(74.3294568439537), 'cn_ratio': np.float64(1.4647602541883304)}"
127,MONOCYTE,LYMPHOCYTE,incorrect,1,False,"{'area': 9432.5, 'circularity': 0.6608227984752293, 'solidity': 0.9360424729582217, 'num_lobes': 1}","{'mean_hue': np.float64(81.78250685939905), 'texture_variance': np.float64(69.4137373315751), 'cn_ratio': np.float64(1.621771217712177)}"
128,,,image_not_found,0,,,
129,,,image_not_found,0,,,
130,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 8074.0, 'circularity': 0.645535353598873, 'solidity': 0.9259174311926606, 'num_lobes': 1}","{'mean_hue': np.float64(103.75157232704403), 'texture_variance': np.float64(88.9724386238948), 'cn_ratio': np.float64(1.5954478707782673)}"
131,,,image_not_found,0,,,
132,BASOPHIL,LYMPHOCYTE,incorrect,1,False,"{'area': 11050.5, 'circularity': 0.6712479258950507, 'solidity': 0.9315489989462592, 'num_lobes': 2}","{'mean_hue': np.float64(78.22294372294373), 'texture_variance': np.float64(64.58275589850265), 'cn_ratio': np.float64(1.2262773722627738)}"
133,EOSINOPHIL,NEUTROPHIL,incorrect,1,False,"{'area': 4705.0, 'circularity': 0.5738165884072496, 'solidity': 0.8896662569726765, 'num_lobes': 1}","{'mean_hue': np.float64(100.14010989010988), 'texture_variance': np.float64(67.92547099192016), 'cn_ratio': np.float64(1.6504534212695796)}"
134,LYMPHOCYTE,BASOPHIL,incorrect,3,False,"{'area': 1989.0, 'circularity': 0.30303165661524306, 'solidity': 0.7582920320243995, 'num_lobes': 1}","{'mean_hue': np.float64(78.94187154564513), 'texture_variance': np.float64(53.058842703512965), 'cn_ratio': np.float64(2.4726672950047126)}"
135,EOSINOPHIL,NEUTROPHIL,incorrect,1,False,"{'area': 6759.5, 'circularity': 0.26148908440256863, 'solidity': 0.7599213041034288, 'num_lobes': 1}","{'mean_hue': np.float64(107.14042638374536), 'texture_variance': np.float64(76.69842730342005), 'cn_ratio': np.float64(1.432196100917431)}"
136,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 5640.5, 'circularity': 0.2628185120690082, 'solidity': 0.6457725113057416, 'num_lobes': 1}","{'mean_hue': np.float64(102.26622486288848), 'texture_variance': np.float64(96.00104423441788), 'cn_ratio': np.float64(2.9773771049498214)}"
137,EOSINOPHIL,EOSINOPHIL,correct,2,False,"{'area': 6198.5, 'circularity': 0.4736613312077788, 'solidity': 0.7895172589479047, 'num_lobes': 1}","{'mean_hue': np.float64(89.56585275619682), 'texture_variance': np.float64(71.77904049658311), 'cn_ratio': np.float64(1.6938743537521541)}"
138,,,image_not_found,0,,,
139,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 7750.5, 'circularity': 0.5567142384469882, 'solidity': 0.8752187905821242, 'num_lobes': 1}","{'mean_hue': np.float64(87.5906155265586), 'texture_variance': np.float64(80.10811838505678), 'cn_ratio': np.float64(1.10872424375274)}"
140,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 8796.5, 'circularity': 0.7838795393259061, 'solidity': 0.9696318342151675, 'num_lobes': 1}","{'mean_hue': np.float64(51.94345688350983), 'texture_variance': np.float64(55.084635401766), 'cn_ratio': np.float64(1.1795672540709345)}"
141,EOSINOPHIL,,no_wbc_detected,0,,,
142,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 6279.5, 'circularity': 0.35222782478104375, 'solidity': 0.7530730946812976, 'num_lobes': 1}","{'mean_hue': np.float64(83.5365292024283), 'texture_variance': np.float64(59.73992365212673), 'cn_ratio': np.float64(2.2367722803184016)}"
143,EOSINOPHIL,BASOPHIL,incorrect,1,False,"{'area': 7767.5, 'circularity': 0.3997374162341911, 'solidity': 0.8064264950166113, 'num_lobes': 1}","{'mean_hue': np.float64(71.75009766896731), 'texture_variance': np.float64(59.97807238199387), 'cn_ratio': np.float64(1.9214312523458026)}"
144,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 6454.0, 'circularity': 0.38761980227772863, 'solidity': 0.8230043356286662, 'num_lobes': 1}","{'mean_hue': np.float64(84.42929443286693), 'texture_variance': np.float64(63.844298073116256), 'cn_ratio': np.float64(2.016509079993997)}"
145,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 9278.5, 'circularity': 0.4177731609695562, 'solidity': 0.8317049121548943, 'num_lobes': 2}","{'mean_hue': np.float64(85.93324937027708), 'texture_variance': np.float64(61.310336310461686), 'cn_ratio': np.float64(1.3672368270003443)}"
146,,,image_not_found,0,,,
147,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 8358.0, 'circularity': 0.44058338707647593, 'solidity': 0.8219501401386635, 'num_lobes': 1}","{'mean_hue': np.float64(95.06094086581892), 'texture_variance': np.float64(68.19728176820263), 'cn_ratio': np.float64(1.7226478333732345)}"
148,LYMPHOCYTE,BASOPHIL,incorrect,2,False,"{'area': 6900.0, 'circularity': 0.5563114596895389, 'solidity': 0.9037328094302554, 'num_lobes': 1}","{'mean_hue': np.float64(79.89051260695086), 'texture_variance': np.float64(61.16715482436794), 'cn_ratio': np.float64(1.8651320434966812)}"
149,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 7369.0, 'circularity': 0.49061094934905064, 'solidity': 0.8478398435252833, 'num_lobes': 1}","{'mean_hue': np.float64(99.44665209616531), 'texture_variance': np.float64(86.1452313005572), 'cn_ratio': np.float64(1.3298982692561765)}"
150,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 6586.0, 'circularity': 0.5988192589987431, 'solidity': 0.899296784324435, 'num_lobes': 1}","{'mean_hue': np.float64(94.66987538243414), 'texture_variance': np.float64(64.65575872694563), 'cn_ratio': np.float64(1.984451354953354)}"
151,,,image_not_found,0,,,
152,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 9001.5, 'circularity': 0.3283739282268164, 'solidity': 0.7852313865747809, 'num_lobes': 1}","{'mean_hue': np.float64(84.56908335566872), 'texture_variance': np.float64(60.61668185185714), 'cn_ratio': np.float64(1.6102719033232629)}"
153,,,image_not_found,0,,,
154,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 6929.0, 'circularity': 0.39654179468430445, 'solidity': 0.7798975744273735, 'num_lobes': 1}","{'mean_hue': np.float64(89.81773268636965), 'texture_variance': np.float64(62.1532022503502), 'cn_ratio': np.float64(1.586646136618141)}"
155,,,image_not_found,0,,,
156,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 7874.5, 'circularity': 0.5125695808624674, 'solidity': 0.8630061921201162, 'num_lobes': 1}","{'mean_hue': np.float64(90.1104520198228), 'texture_variance': np.float64(72.67139640944497), 'cn_ratio': np.float64(1.6486754147066105)}"
157,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 15690.5, 'circularity': 0.7921124919170008, 'solidity': 0.9756560129337147, 'num_lobes': 1}","{'mean_hue': np.float64(39.05084847755446), 'texture_variance': np.float64(47.926564815862385), 'cn_ratio': np.float64(1.0473309384256633)}"
158,EOSINOPHIL,BASOPHIL,incorrect,1,False,"{'area': 7370.0, 'circularity': 0.0991045059728369, 'solidity': 0.5455824110745087, 'num_lobes': 7}","{'mean_hue': np.float64(62.73639881629866), 'texture_variance': np.float64(57.932764614054385), 'cn_ratio': np.float64(1.6863723608445298)}"
159,NEUTROPHIL,EOSINOPHIL,incorrect,2,False,"{'area': 8243.5, 'circularity': 0.5483691334889143, 'solidity': 0.8892184887546518, 'num_lobes': 1}","{'mean_hue': np.float64(89.91755896143887), 'texture_variance': np.float64(73.6407281164719), 'cn_ratio': np.float64(1.7964546140306763)}"
160,EOSINOPHIL,,no_wbc_detected,0,,,
161,NEUTROPHIL,BASOPHIL,incorrect,2,False,"{'area': 2655.0, 'circularity': 0.37686541857231426, 'solidity': 0.8068682571037836, 'num_lobes': 1}","{'mean_hue': np.float64(81.59122257053292), 'texture_variance': np.float64(74.56434844783365), 'cn_ratio': np.float64(3.0404117422798325)}"
162,EOSINOPHIL,,no_wbc_detected,0,,,
163,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 5979.0, 'circularity': 0.20545093367735323, 'solidity': 0.6049782454720226, 'num_lobes': 2}","{'mean_hue': np.float64(95.5046754120417), 'texture_variance': np.float64(82.89688239112208), 'cn_ratio': np.float64(2.4352883355176935)}"
164,NEUTROPHIL,,no_wbc_detected,0,,,
165,EOSINOPHIL,NEUTROPHIL,incorrect,1,False,"{'area': 6900.5, 'circularity': 0.10280043389946444, 'solidity': 0.5357531055900621, 'num_lobes': 7}","{'mean_hue': np.float64(92.57562016537743), 'texture_variance': np.float64(85.65961777986038), 'cn_ratio': np.float64(1.7020278450363195)}"
166,NEUTROPHIL,EOSINOPHIL,incorrect,2,False,"{'area': 5252.5, 'circularity': 0.4916355489055734, 'solidity': 0.8923717295276928, 'num_lobes': 1}","{'mean_hue': np.float64(96.41496598639456), 'texture_variance': np.float64(112.06178509829151), 'cn_ratio': np.float64(1.5747040030069537)}"
167,NEUTROPHIL,,no_wbc_detected,0,,,
168,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 1202.0, 'circularity': 0.43077278710129024, 'solidity': 0.8443976115208992, 'num_lobes': 2}","{'mean_hue': np.float64(144.30943504445082), 'texture_variance': np.float64(154.66023294848523), 'cn_ratio': np.float64(2.780701754385965)}"
169,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 1168.0, 'circularity': 0.4370607749213497, 'solidity': 0.8030250945342042, 'num_lobes': 1}","{'mean_hue': np.float64(141.079754601227), 'texture_variance': np.float64(130.17301758895658), 'cn_ratio': np.float64(2.339712918660287)}"
170,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 4300.5, 'circularity': 0.13230133298526392, 'solidity': 0.5451952332657201, 'num_lobes': 1}","{'mean_hue': np.float64(125.5932625411937), 'texture_variance': np.float64(103.30639259751574), 'cn_ratio': np.float64(3.0879692446856626)}"
171,BASOPHIL,NEUTROPHIL,incorrect,1,False,"{'area': 742.0, 'circularity': 0.16896802231044414, 'solidity': 0.47778493238892467, 'num_lobes': 5}","{'mean_hue': np.float64(134.07325436408976), 'texture_variance': np.float64(182.7611224432684), 'cn_ratio': np.float64(3.76084407971864)}"
172,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 1210.5, 'circularity': 0.25041102644030133, 'solidity': 0.5632852489530014, 'num_lobes': 3}","{'mean_hue': np.float64(129.1792212518195), 'texture_variance': np.float64(99.36562941633878), 'cn_ratio': np.float64(4.147924528301886)}"
173,,,image_not_found,0,,,
174,NEUTROPHIL,NEUTROPHIL,correct,4,False,"{'area': 1307.0, 'circularity': 0.22630807128789096, 'solidity': 0.6626108998732573, 'num_lobes': 3}","{'mean_hue': np.float64(125.26943677974354), 'texture_variance': np.float64(107.69328441354835), 'cn_ratio': np.float64(4.296373779637378)}"
175,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 1189.5, 'circularity': 0.4462870269541688, 'solidity': 0.7835968379446641, 'num_lobes': 1}","{'mean_hue': np.float64(128.752019144481), 'texture_variance': np.float64(155.40925238435815), 'cn_ratio': np.float64(2.6199059561128526)}"
176,MONOCYTE,NEUTROPHIL,incorrect,3,True,"{'area': 6007.0, 'circularity': 0.19332060349051272, 'solidity': 0.7150764835426463, 'num_lobes': 3}","{'mean_hue': np.float64(111.9604771230194), 'texture_variance': np.float64(108.8124851726693), 'cn_ratio': np.float64(1.8995603652350355)}"
177,EOSINOPHIL,BASOPHIL,incorrect,2,False,"{'area': 2055.0, 'circularity': 0.33244092168068384, 'solidity': 0.7576036866359447, 'num_lobes': 1}","{'mean_hue': np.float64(71.61417844522968), 'texture_variance': np.float64(69.50037848518524), 'cn_ratio': np.float64(2.0723112128146455)}"
178,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 5529.5, 'circularity': 0.35611966559725483, 'solidity': 0.7769425319657159, 'num_lobes': 1}","{'mean_hue': np.float64(125.50407147704139), 'texture_variance': np.float64(81.86821688461144), 'cn_ratio': np.float64(1.6511671335200746)}"
179,NEUTROPHIL,NEUTROPHIL,correct,4,False,"{'area': 1936.0, 'circularity': 0.09044060006789469, 'solidity': 0.5257298031228784, 'num_lobes': 9}","{'mean_hue': np.float64(125.83333333333333), 'texture_variance': np.float64(112.20832292166584), 'cn_ratio': np.float64(3.268225584594223)}"
180,EOSINOPHIL,NEUTROPHIL,incorrect,1,False,"{'area': 4596.0, 'circularity': 0.4386608721426994, 'solidity': 0.8832516575381955, 'num_lobes': 2}","{'mean_hue': np.float64(87.25666666666666), 'texture_variance': np.float64(88.73264113802385), 'cn_ratio': np.float64(1.270869673560927)}"
181,,,image_not_found,0,,,
182,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 2280.5, 'circularity': 0.3081578362038494, 'solidity': 0.7842159559834938, 'num_lobes': 2}","{'mean_hue': np.float64(96.48814188492473), 'texture_variance': np.float64(86.85376608256924), 'cn_ratio': np.float64(2.0012381345439536)}"
183,EOSINOPHIL,BASOPHIL,incorrect,2,False,"{'area': 6386.0, 'circularity': 0.42006884327050475, 'solidity': 0.7903954452627019, 'num_lobes': 1}","{'mean_hue': np.float64(80.80725893824486), 'texture_variance': np.float64(80.25173328998075), 'cn_ratio': np.float64(1.493285876071833)}"
184,EOSINOPHIL,BASOPHIL,incorrect,1,False,"{'area': 8874.5, 'circularity': 0.2873483797132016, 'solidity': 0.694269509094465, 'num_lobes': 1}","{'mean_hue': np.float64(74.012653803132), 'texture_variance': np.float64(58.25231297060568), 'cn_ratio': np.float64(1.6373626373626373)}"
185,,,image_not_found,0,,,
186,,,image_not_found,0,,,
187,EOSINOPHIL,NEUTROPHIL,incorrect,1,False,"{'area': 801.0, 'circularity': 0.2906884442096031, 'solidity': 0.6477961989486454, 'num_lobes': 1}","{'mean_hue': np.float64(133.55600933488915), 'texture_variance': np.float64(179.82171668829284), 'cn_ratio': np.float64(1.9301801801801801)}"
188,,,image_not_found,0,,,
189,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 5680.5, 'circularity': 0.20496167978449956, 'solidity': 0.6312368040893432, 'num_lobes': 2}","{'mean_hue': np.float64(94.084585379948), 'texture_variance': np.float64(91.02533741436025), 'cn_ratio': np.float64(2.400138696255201)}"
190,NEUTROPHIL,NEUTROPHIL,correct,4,False,"{'area': 2194.5, 'circularity': 0.37014227953117274, 'solidity': 0.7824924228917811, 'num_lobes': 2}","{'mean_hue': np.float64(128.08350761876306), 'texture_variance': np.float64(112.22913464416449), 'cn_ratio': np.float64(2.884101680310211)}"
191,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 9583.5, 'circularity': 0.6469145617477292, 'solidity': 0.9153732269926931, 'num_lobes': 1}","{'mean_hue': np.float64(64.62697595542366), 'texture_variance': np.float64(55.311592790135734), 'cn_ratio': np.float64(1.6889320785597381)}"
192,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 3032.0, 'circularity': 0.4679716574555987, 'solidity': 0.8451567944250871, 'num_lobes': 1}","{'mean_hue': np.float64(126.43075464992299), 'texture_variance': np.float64(125.49839774414995), 'cn_ratio': np.float64(2.6695129664769133)}"
193,NEUTROPHIL,NEUTROPHIL,correct,2,True,"{'area': 7460.5, 'circularity': 0.2243520426807562, 'solidity': 0.6451766333722488, 'num_lobes': 7}","{'mean_hue': np.float64(111.23407187533128), 'texture_variance': np.float64(119.88364820462829), 'cn_ratio': np.float64(2.535411907001747)}"
194,,,image_not_found,0,,,
195,LYMPHOCYTE,LYMPHOCYTE,correct,2,True,"{'area': 6422.5, 'circularity': 0.6485959795073878, 'solidity': 0.9358834244080145, 'num_lobes': 1}","{'mean_hue': np.float64(62.960219331254706), 'texture_variance': np.float64(53.139294692790145), 'cn_ratio': np.float64(1.4122380807774066)}"
196,MONOCYTE,MONOCYTE,correct,2,False,"{'area': 13824.5, 'circularity': 0.08531611547646979, 'solidity': 0.5842366613840465, 'num_lobes': 7}","{'mean_hue': np.float64(89.16791979949875), 'texture_variance': np.float64(69.5658482633589), 'cn_ratio': np.float64(1.7557755775577557)}"
197,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 8338.0, 'circularity': 0.1785108080598039, 'solidity': 0.7402015180434107, 'num_lobes': 2}","{'mean_hue': np.float64(85.89149368083295), 'texture_variance': np.float64(76.58162128062254), 'cn_ratio': np.float64(1.8143043839847928)}"
198,NEUTROPHIL,BASOPHIL,incorrect,3,False,"{'area': 1594.5, 'circularity': 0.5224308792212643, 'solidity': 0.9542190305206463, 'num_lobes': 1}","{'mean_hue': np.float64(63.22182713347921), 'texture_variance': np.float64(65.26822339345652), 'cn_ratio': np.float64(2.1671606401896857)}"
199,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 1373.5, 'circularity': 0.2927528700899051, 'solidity': 0.6977393954787909, 'num_lobes': 3}","{'mean_hue': np.float64(112.48755020080321), 'texture_variance': np.float64(115.0855855550717), 'cn_ratio': np.float64(3.480083857442348)}"
200,EOSINOPHIL,NEUTROPHIL,incorrect,1,False,"{'area': 6547.5, 'circularity': 0.3684575441321898, 'solidity': 0.7912864825669225, 'num_lobes': 1}","{'mean_hue': np.float64(118.18959303858662), 'texture_variance': np.float64(84.1577178965233), 'cn_ratio': np.float64(1.771566490189972)}"
201,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 1308.5, 'circularity': 0.2709963436417191, 'solidity': 0.6973088196109779, 'num_lobes': 3}","{'mean_hue': np.float64(124.18743961352656), 'texture_variance': np.float64(113.31625441900627), 'cn_ratio': np.float64(3.6315789473684212)}"
202,EOSINOPHIL,NEUTROPHIL,incorrect,1,False,"{'area': 6301.5, 'circularity': 0.16483033705824413, 'solidity': 0.7017260579064588, 'num_lobes': 4}","{'mean_hue': np.float64(110.28909636545515), 'texture_variance': np.float64(91.67830109063809), 'cn_ratio': np.float64(1.8984016458300363)}"
203,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 779.0, 'circularity': 0.32980411065092957, 'solidity': 0.7143512150389729, 'num_lobes': 2}","{'mean_hue': np.float64(107.63318998229192), 'texture_variance': np.float64(120.88334387438438), 'cn_ratio': np.float64(4.58584686774942)}"
204,EOSINOPHIL,,no_wbc_detected,0,,,
205,NEUTROPHIL,NEUTROPHIL,correct,4,False,"{'area': 1488.0, 'circularity': 0.5400054979719066, 'solidity': 0.8717047451669596, 'num_lobes': 1}","{'mean_hue': np.float64(135.5366649924661), 'texture_variance': np.float64(181.44868936835547), 'cn_ratio': np.float64(2.5282539682539684)}"
206,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 17991.0, 'circularity': 0.674477335219089, 'solidity': 0.9597503400816196, 'num_lobes': 4}","{'mean_hue': np.float64(71.12566489361703), 'texture_variance': np.float64(58.280369188370024), 'cn_ratio': np.float64(1.00973481033904)}"
207,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 3340.5, 'circularity': 0.13498208453298402, 'solidity': 0.493099121706399, 'num_lobes': 3}","{'mean_hue': np.float64(120.95746962115797), 'texture_variance': np.float64(104.375036851095), 'cn_ratio': np.float64(3.109752709085857)}"
208,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 7217.5, 'circularity': 0.20964213260320902, 'solidity': 0.6782408495042992, 'num_lobes': 1}","{'mean_hue': np.float64(96.91844970684535), 'texture_variance': np.float64(95.7675490022249), 'cn_ratio': np.float64(1.7737709346299297)}"
209,NEUTROPHIL,NEUTROPHIL,correct,4,False,"{'area': 2660.5, 'circularity': 0.16230045305717306, 'solidity': 0.5751188932122784, 'num_lobes': 4}","{'mean_hue': np.float64(107.34387390959556), 'texture_variance': np.float64(98.82729835300269), 'cn_ratio': np.float64(3.552112676056338)}"
210,NEUTROPHIL,NEUTROPHIL,correct,3,False,"{'area': 871.0, 'circularity': 0.22095328365555003, 'solidity': 0.5594091201027617, 'num_lobes': 3}","{'mean_hue': np.float64(137.41747572815535), 'texture_variance': np.float64(199.5686896782773), 'cn_ratio': np.float64(4.12)}"
211,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 7020.5, 'circularity': 0.7954154772227732, 'solidity': 0.9679442989107956, 'num_lobes': 1}","{'mean_hue': np.float64(55.476964769647694), 'texture_variance': np.float64(56.189011238046675), 'cn_ratio': np.float64(1.4410041841004184)}"
212,NEUTROPHIL,LYMPHOCYTE,incorrect,1,False,"{'area': 809.0, 'circularity': 0.6707376587304844, 'solidity': 0.889010989010989, 'num_lobes': 1}","{'mean_hue': np.float64(62.11493848857645), 'texture_variance': np.float64(78.80695747789264), 'cn_ratio': np.float64(3.281430219146482)}"
213,,,image_not_found,0,,,
214,NEUTROPHIL,EOSINOPHIL,incorrect,2,False,"{'area': 4375.0, 'circularity': 0.21836752924111832, 'solidity': 0.6614756576957967, 'num_lobes': 2}","{'mean_hue': np.float64(98.46755828664378), 'texture_variance': np.float64(80.09858468269299), 'cn_ratio': np.float64(2.415102575294631)}"
215,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 945.5, 'circularity': 0.2239679322805031, 'solidity': 0.6337131367292225, 'num_lobes': 1}","{'mean_hue': np.float64(113.17949536889172), 'texture_variance': np.float64(137.2818944828102), 'cn_ratio': np.float64(2.9705882352941178)}"
216,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 3742.5, 'circularity': 0.15755396028085855, 'solidity': 0.5649482979847535, 'num_lobes': 3}","{'mean_hue': np.float64(126.65822201750345), 'texture_variance': np.float64(135.87865686477733), 'cn_ratio': np.float64(2.864871997888625)}"
